Index,Time,watch_data_xstates[4],watch_data_xstates[6],watch_data_xd[4],watch_data_xd[6],watch_data_error[4],watch_data_error[6],watch_data_u[2],watch_leglenth[0],watch_data_u[3],watch_data_u[0],watch_data_u[1],(status_flag).stand_jump_cmd,(status_flag).moving_jump_cmd,support,watch_fall
55,0.058028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,0.059046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,0.060291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,0.061311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,0.062340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,0.063357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,0.064385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,0.065402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,0.066431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,0.067446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,0.068477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,0.069493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,0.070524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,0.071670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,0.072759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,0.073881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,0.074900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,0.075930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,0.076945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,0.077975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,0.078990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,0.080018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,0.081038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,0.082065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,0.083083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,0.084112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,0.085128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,0.086158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,0.087173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,0.088203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,0.089347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,0.090422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,0.091533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,0.092550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,0.093580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,0.094596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,0.095625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,0.096640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,0.097671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,0.098685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,0.099720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,0.100751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,0.101768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,0.102796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,0.103811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0.104842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,0.105884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,0.107004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,0.108094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,0.109253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,0.110271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,0.111305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,0.112319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,0.113564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,0.114584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,0.115613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,0.116628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,0.117659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,0.118675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,0.119708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,0.120741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,0.121758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,0.122787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,0.123931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,0.125004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,0.126129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,0.127148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,0.128178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,0.129194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,0.130222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,0.131242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,0.132271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,0.133287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,0.134317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,0.135332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,0.136362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,0.137377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,0.138405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,0.139422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,0.140450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,0.141593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,0.142664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,0.143780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,0.144809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,0.145825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,0.146855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,0.147869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,0.148899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,0.149915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,0.150948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0.151963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,0.152990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,0.154007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,0.155036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,0.156051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,0.157082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,0.158226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,0.159308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,0.160438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,0.161461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,0.162490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,0.163506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,0.164794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,0.165823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,0.166839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,0.167869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,0.168884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,0.169914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,0.170932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,0.171962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,0.172977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,0.174005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,0.175023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,0.176168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,0.177250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,0.178367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,0.179385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,0.180415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,0.181434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,0.182463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,0.183480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,0.184508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,0.185525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,0.186554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,0.187569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,0.188599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,0.189614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,0.190642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,0.191663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,0.192897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,0.193914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,0.194944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,0.195960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,0.197104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,0.198180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,0.199345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,0.200361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,0.201394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,0.202410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,0.203693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,0.204727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,0.205742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,0.206772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,0.207787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0.208816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,0.210085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,0.211108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,0.212137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,0.213155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,0.214294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,0.215420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,0.216543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,0.217559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,0.218590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,0.219805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,0.220824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,0.221855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,0.222871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,0.224112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,0.225131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,0.226161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,0.227178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,0.228207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,0.229350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,0.230424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,0.231545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,0.232564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,0.233594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,0.234610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,0.235639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,0.236655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,0.237685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,0.238716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,0.239734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,0.240764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,0.241782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,0.242809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,0.243825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,0.244855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,0.245870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,0.247014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,0.248090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,0.249210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,0.250228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,0.251261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,0.252275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,0.253303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,0.254544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,0.255559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,0.256591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,0.257607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,0.258636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,0.259652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,0.260681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,0.261718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,0.262733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,0.263763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,0.264778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,0.265806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,0.266824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,0.267852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,0.268894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,0.270016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,0.271110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,0.272246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,0.273262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,0.274292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,0.275307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,0.276362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,0.277580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,0.278600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,0.279628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,0.280645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,0.281677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,0.282694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,0.283726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,0.284756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,0.285772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,0.286801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,0.287817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,0.288964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,0.290058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,0.291209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,0.292229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,0.293258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,0.294273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,0.295303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,0.296318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,0.297346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,0.298363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,0.299391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,0.300409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,0.301440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,0.302457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,0.303487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,0.304504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,0.305534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,0.306642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,0.307765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,0.308887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,0.309906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,0.310939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,0.311955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,0.312985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,0.314000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,0.315030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,0.316044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,0.317072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,0.318090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,0.319119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,0.320135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,0.321167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,0.322184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,0.323213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,0.324354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,0.325485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,0.326600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,0.327615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,0.328645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,0.329660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,0.330911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,0.331928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,0.332958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,0.333974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,0.335003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,0.336018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,0.337046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,0.338063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,0.339091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,0.340109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,0.341254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,0.342342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,0.343468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,0.344489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,0.345517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,0.346535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,0.347564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,0.348582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,0.349611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,0.350626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,0.351660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,0.352676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,0.353710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,0.354739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,0.355756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,0.356786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,0.357800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,0.358946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,0.360031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,0.361154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,0.362173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,0.363203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,0.364218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,0.365247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,0.366265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,0.367292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,0.368310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,0.369339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,0.370353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,0.371388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,0.372403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,0.373434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,0.374449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,0.375605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,0.376675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,0.377812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,0.378827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,0.379859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,0.380878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,0.381909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,0.383149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,0.384169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,0.385198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,0.386213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,0.387243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
