Level,Expression,Type,Value,Min,Max,Average,# Changes,Min. Change,Max. Change
0,"watch_data_motor_speed[0]","double",-0.0020943951023932,-5.7396897781085512,8.571311956544152,-0.0055517545236381,"110 159",-1.1320205528435218,1.1383037381507017
0,"watch_data_motor_speed[1]","double",-0.0146607657167524,-5.985781202639753,9.0572116202993733,-0.0051268489026439,"110 151",-2.458818783221318,1.0524335389525805
0,"watch_data_motor_speed[2]","double",-0.0031415926535898,-6.1994095030838583,8.086459490340127,0.0020199238780287,"110 028",-0.4660029102824864,1.5372860051566055
0,"watch_data_motor_speed[3]","double",-0.0345575191894877,-6.2507221830924910,8.0299108225755109,0.0009080905998563,"110 371",-0.429350995990605,2.0797343366764429
0,"watch_data_motor_speed[4]","double",-0.026570684134839,-33.884264942953493,39.052263007179689,0.293782245761188,"90 088",-1.7138090212253065,4.46387493465296
0,"watch_data_motor_speed[5]","double",0,-34.156614455335592,38.627132061022265,0.273295133401401,"87 247",-2.0592280204500248,4.118456040900053
